"RSPDNUM","Sample","version_weather_v1","version_CDR","demog_age_year","AgeRecode","demog_state","Region","weather_pastsummer_v1","gw_belief","believer_confidence","believer_cause","believer_cause_followup","believer_problem","believer_immediacy","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_hurricane","believer_factor_mildwint","believer_factor_droughts","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","govt_fed","govt_state","govt_local","state_cleancoal","state_vehicles_v1","state_fftax","state_nuclear","state_captrade","state_rps_v2","natgas_mystate","govt_nofedaction","state_impactsfelt","state_rps_neighbr","cdr_knowledge_info","cdr_knowledge","cdr_support","gw_threat","coalfpp_support_phaseout_v2","subsidy_support","carbontax_support_v3","state_gastax_v2","state_ee_v2","gw_geoengr","gw_adapt","fed_moralobligation","intl_economicimpact","worldviews_freetrade","worldviews_immigration","willing2pay_list","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_polparty","demog_polviews","worldviews_trump","demog_income","demog_gender","Date","Weight"
259,"C","A","D",9999,4,"HI",4,5,2,,,,,,,,,,,,,1,"ITS HAWAII ITS ALAWAYS HOT",1,1,1,1,2,4,4,3,2,1,2,3,3,3,999,999,999,3,3,1,5,4,2,2,4,2,4,4,4,1,1,,,2,,,3,,1,"10/15/2017 8:19:57",0.96
260,"C","A","D",9999,3,"AZ",4,5,1,2,3,1,1,1,"ICE MELTING",1,1,2,1,2,2,,,,1,1,1,98,1,3,4,4,1,2,1,3,3,999,999,999,4,98,1,2,3,1,2,2,1,2,1,4,2,1,1,2,2,2,1,2,98,2,"10/15/2017 8:22:21",1.305
261,"C","B","D",9999,2,"LA",2,5,98,,,,,,,,,,,,,,,,2,2,2,2,2,3,2,2,3,2,3,98,2,999,999,999,2,3,2,4,4,4,98,98,2,98,1,,3,1,1,2,4,2,2,2,6,1,"10/15/2017 8:22:51",0.7
262,"C","A","D",9999,4,"AK",4,5,1,1,3,1,1,1,"WATCHING GLACIERS MELT SHORE LINES ERODING",1,1,1,2,1,1,,,,1,1,1,4,1,1,4,2,1,1,3,1,3,999,999,999,5,1,1,1,1,1,4,3,1,4,2,4,4,1,6,,4,1,3,4,5,2,"10/15/2017 8:35:15",0.69
263,"C","B","D",9999,3,"CA",4,1,1,1,2,,3,2,"STEADILY INCREASING",3,1,1,3,2,2,,,,2,2,2,3,3,3,2,3,4,2,4,4,1,999,999,999,1,5,3,5,5,5,3,2,3,98,2,,1,10,1,1,3,2,3,3,,2,"10/15/2017 8:53:57",0.845
264,"C","A","D",9999,4,"NY",1,3,1,1,1,,1,1,"MEDIA EFFECT",6,1,1,2,2,4,,,,1,2,2,3,2,98,3,2,2,1,1,1,4,999,999,999,,,,,,,2,4,1,4,2,4,3,1,6,,5,1,5,4,6,1,"10/15/2017 8:57:16",0.18
265,"C","B","D",9999,3,"GA",2,1,1,1,1,,1,1,"THERE IS OVERWHELMING EVIDENCE",4,1,1,1,1,1,,,,1,1,1,1,1,1,3,98,1,2,1,1,4,999,999,999,5,1,1,1,1,1,1,4,1,4,1,4,6,1,1,2,5,4,5,4,98,1,"10/15/2017 8:57:55",0.355
266,"C","A","D",9999,2,"CT",1,2,1,1,2,,2,1,"THE WINTERS ARE OCCURING LATER IN MY STATE",3,2,1,2,1,2,,,,2,1,1,2,2,3,2,2,2,2,2,2,2,999,999,999,3,3,2,3,3,2,2,3,2,2,2,3,4,1,2,,4,2,3,3,3,1,"10/15/2017 9:01:02",1
267,"C","B","C",9999,4,"FL",2,5,2,,,,,,,,,,,,,2,"IT'S ALL NATURAL AND STILL EVOLVING",2,3,3,3,2,4,4,98,4,2,4,4,4,4,999,999,999,1,3,1,5,5,5,4,4,4,2,4,4,1,1,1,1,3,,,1,,2,"10/16/2017 4:21:35",0.92
268,"C","A","C",9999,3,"TX",2,5,2,,,,,,,,,,,,,1,"SCIENCE DATA",5,2,2,1,98,4,4,1,4,1,1,1,4,1,999,999,999,1,5,5,5,5,5,1,4,1,1,4,4,1,1,1,1,5,4,1,2,4,1,"10/16/2017 4:22:08",0.285
269,"C","B","C",9999,3,"KS",3,5,2,,,,,,,,,,,,,2,"THROUGHOUT HISTORY, TEMPS GO UP AND DOWN",2,3,3,3,1,2,4,4,2,1,98,4,4,2,999,999,999,1,5,2,5,5,5,4,1,4,4,1,4,1,1,,,3,2,2,1,5,1,"10/16/2017 4:29:55",0.585
270,"C","A","C",9999,3,"KY",2,1,1,1,3,1,2,2,"VARIATION IN WEATHER DAY BY DAY",3,1,3,98,2,2,,,,1,2,2,2,1,2,2,2,1,2,1,1,3,999,999,999,4,1,1,1,2,1,1,4,1,4,1,2,1,5,5,,5,4,4,3,6,2,"10/16/2017 4:34:44",1.085
271,"C","B","C",9999,3,"AR",2,2,1,1,1,,1,1,"THE ICE MELTING",1,1,2,2,2,2,,,,1,2,3,1,2,2,2,3,1,2,1,1,1,999,999,999,5,1,1,1,1,1,1,4,1,4,1,4,6,1,2,,5,1,3,3,,1,"10/16/2017 4:44:04",0.355
272,"C","A","C",9999,1,"MO",3,98,1,1,3,1,1,1,"SCIENTIFIC EVIDENCE",4,1,2,1,2,1,,,,1,1,1,1,4,4,1,98,1,98,1,1,1,999,999,999,4,1,1,5,5,1,1,4,1,4,1,1,3,1,6,,5,1,5,3,5,1,"10/16/2017 4:52:10",0.86
273,"C","B","C",9999,2,"PA",1,5,2,,,,,,,,,,,,,2,"ALWAYS A COOL BREEZE BLOWING",9,1,2,2,1,2,2,2,3,2,1,1,3,4,999,999,999,3,3,1,4,5,2,2,3,2,1,1,4,2,2,1,2,3,1,1,4,1,2,"10/16/2017 4:55:33",1.81
274,"C","A","C",9999,1,"DC",2,2,1,2,98,,1,1,"RESEARCH AND SCIENTIC STUDIES OVER TIME",4,2,1,1,2,2,,,,2,2,2,1,1,1,1,1,1,2,3,2,2,999,999,999,5,2,1,1,1,1,1,4,1,4,1,,,10,2,,4,2,2,3,5,1,"10/16/2017 4:57:23",0.78
275,"C","B","C",9999,,"IA",3,1,1,1,3,2,2,2,"ICEBERGS MELTING",1,1,2,3,3,3,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,999,999,999,2,5,2,1,5,2,2,4,1,2,1,3,3,1,1,1,2,2,3,2,6,1,"10/16/2017 5:02:53",0.99
276,"C","B","C",9999,4,"AZ",4,5,1,2,3,2,1,1,"I HAVE BEEN AROUND A LONG TIME",2,1,1,98,4,1,,,,1,1,2,2,2,2,1,98,1,1,2,98,1,999,999,999,4,1,1,1,1,98,98,2,1,2,1,98,98,1,1,2,4,2,3,3,6,2,"10/16/2017 5:12:35",0.52
277,"C","A","C",9999,3,"VA",2,2,2,,,,,,,,,,,,,2,"NOT THAT HOT",1,1,1,1,1,1,1,1,1,1,1,2,1,2,999,999,999,3,2,1,2,2,2,2,3,2,3,1,4,4,2,2,,4,2,3,2,98,1,"10/16/2017 5:13:01",0.575
278,"C","B","C",9999,1,"TX",2,98,1,1,3,1,98,98,"HOTTER",2,2,1,98,1,1,,,,2,1,2,1,1,1,4,98,1,1,1,1,98,999,999,999,4,1,1,1,1,98,98,4,98,4,2,4,2,9,2,,3,4,3,3,,2,"10/16/2017 5:19:19",3.03
279,"C","B","C",9999,2,"OH",3,3,98,,,,,,,,,,,,,,,,3,3,3,2,4,4,3,98,1,2,4,4,4,999,999,999,1,3,2,4,5,2,4,4,4,4,2,4,1,1,1,1,2,4,3,1,2,1,"10/16/2017 5:23:45",1.62
280,"C","B","C",9999,2,"CA",4,1,1,1,98,,1,1,"CHANGE IN TEMPERATURE OVER THE PAST COUPLE OF YEARS",2,1,1,1,1,1,,,,1,1,3,1,1,1,1,1,1,1,1,1,1,999,999,999,3,1,1,1,1,1,1,4,1,4,1,4,3,1,6,,,1,4,2,6,1,"10/16/2017 5:27:17",0.86
281,"C","A","C",9999,4,"AZ",4,1,1,1,1,,1,1,"OVER 110 DEGREES FOR MORE THAN 30 DAYS",2,1,1,1,3,1,,,,1,1,1,1,3,2,3,2,1,2,2,2,98,999,999,999,5,2,1,1,2,2,2,4,1,4,2,4,1,2,1,2,3,1,4,4,2,2,"10/16/2017 5:29:20",1.28
282,"C","B","C",9999,2,"CA",4,5,98,,,,,,,,,,,,,,,,3,3,3,2,3,4,4,4,4,4,4,4,4,999,999,999,1,1,98,98,98,4,4,4,4,4,4,98,98,9,98,,,4,,3,,1,"10/16/2017 5:29:57",2.63
283,"C","A","C",9999,1,"CA",4,5,1,1,1,,1,1,"POLLUTION",8,1,2,1,2,1,,,,1,1,1,2,2,2,98,2,1,2,3,2,3,999,999,999,4,1,2,2,2,1,98,4,1,4,2,3,2,5,2,,4,1,4,4,,1,"10/16/2017 5:37:49",1.42
284,"C","B","C",9999,2,"NY",1,3,1,1,3,1,2,98,"NEWSPAPERS",6,1,4,4,4,3,,,,2,2,2,1,1,4,4,1,98,4,2,,,999,999,999,98,98,1,5,5,5,98,4,2,1,4,98,4,1,1,2,4,2,3,4,6,2,"10/16/2017 5:40:16",1.04
285,"C","A","C",9999,3,"CA",4,2,1,2,3,1,2,1,"HOTTER EACH YEAR",2,1,1,1,1,2,,,,1,2,2,3,2,2,2,98,1,98,98,2,1,999,999,999,4,1,1,4,5,4,98,4,2,4,2,3,2,1,1,2,3,3,3,3,,2,"10/16/2017 5:40:19",0.925
286,"C","B","C",9999,4,"TX",2,1,1,2,3,1,2,1,"SEA LEVELS",11,1,2,1,1,2,,,,2,2,2,3,2,2,3,4,1,3,1,2,3,999,999,999,4,2,5,2,4,1,2,4,1,3,1,4,3,1,1,2,5,2,3,2,5,1,"10/16/2017 5:47:13",0.35
287,"C","A","C",9999,2,"MI",3,5,1,2,1,,3,1,"THE OZONE LAYER IS DISAPPEARING",10,1,1,1,2,2,,,,2,2,2,1,1,4,4,1,1,4,2,4,4,999,999,999,4,3,1,5,5,1,1,4,98,98,1,4,2,1,1,1,2,,,3,,1,"10/16/2017 5:49:46",1.48
288,"C","B","C",9999,3,"NY",1,5,98,,,,,,,,,,,,,,,,2,2,3,4,4,4,1,3,3,1,4,4,3,999,999,999,3,1,4,5,5,5,1,4,1,98,1,3,1,10,2,,4,4,3,3,6,1,"10/16/2017 5:56:21",0.105
289,"C","A","C",9999,4,"MI",3,5,2,,,,,,,,,,,,,1,"GOD WILL TAKE CARE OF THE WEATHER",6,3,3,3,3,4,4,4,3,1,2,4,4,4,999,999,999,1,3,1,4,5,2,4,4,4,4,4,4,1,1,6,,2,1,3,3,,1,"10/16/2017 6:00:08",0.96
290,"C","B","C",9999,4,"TX",2,3,98,,,,,,,,,,,,,,,,1,1,1,2,1,2,1,1,1,1,1,3,1,999,999,999,3,1,1,1,5,1,1,2,1,98,1,1,4,10,1,2,3,4,3,3,3,2,"10/16/2017 6:49:43",1.15
291,"C","A","C",9999,1,"CA",4,2,1,3,1,,2,2,"GLACIERS ARE MELTING",1,2,2,3,2,2,,,,2,3,3,4,1,3,1,2,3,3,4,1,2,999,999,999,3,2,2,2,5,4,2,3,2,2,2,4,1,1,1,2,2,2,3,3,,1,"10/16/2017 6:54:22",1.47
292,"C","B","C",9999,3,"IL",3,5,2,,,,,,,,,,,,,1,"HAVEN'T SEEN ANY PROOF",1,3,3,3,4,4,4,4,1,1,1,4,4,4,999,999,999,1,5,1,4,5,1,4,4,4,4,4,4,1,1,2,,4,2,1,1,6,2,"10/16/2017 6:55:26",0.525
293,"C","A","C",9999,4,"KY",2,2,98,,,,,,,,,,,,,,,,2,2,2,2,2,98,98,98,4,98,4,3,3,999,999,999,1,4,5,4,4,98,4,3,4,1,98,2,1,1,1,1,1,2,1,2,1,2,"10/16/2017 6:56:08",1
294,"C","B","C",9999,4,"FL",2,5,1,1,3,2,4,2,"CYCLE OF THE EARTH",9,4,4,4,4,4,,,,3,3,3,1,4,4,4,4,4,98,4,4,2,999,999,999,1,2,4,5,5,2,2,1,3,1,3,2,1,10,2,,4,,,1,,1,"10/16/2017 6:59:53",0.27
295,"C","A","C",9999,2,"SC",2,3,2,,,,,,,,,,,,,2,"NOT ENOUGH DATA",3,1,1,1,98,98,3,2,98,4,98,2,3,2,999,999,999,2,2,4,5,5,4,3,4,4,1,2,1,1,1,1,2,5,,2,,5,1,"10/16/2017 8:15:16",0.87
296,"C","B","C",9999,2,"CO",4,5,1,1,1,,1,1,"STUDIES, GLACIERS MELTING",4,1,1,2,1,2,,,,1,1,3,3,1,2,2,1,1,2,1,1,4,999,999,999,5,1,1,1,2,2,2,4,2,98,1,4,3,1,,,4,1,4,4,6,1,"10/16/2017 8:16:18",0.7
297,"C","A","C",9999,1,"WI",3,3,1,3,2,,2,2,"TRENDS",3,2,98,3,2,2,,,,2,1,2,2,2,3,2,1,2,2,2,3,1,999,999,999,1,3,2,4,4,3,2,2,2,3,2,,98,1,1,1,4,2,2,3,3,1,"10/16/2017 8:28:38",0.99
298,"C","B","C",9999,3,"WI",3,5,2,,,,,,,,,,,,,1,"THERE IS NOT ENOUGH DATA TO COME TO CONCLUSION",3,3,3,3,1,1,4,1,1,4,1,4,4,4,999,999,999,2,4,5,5,5,1,1,1,4,1,1,4,1,5,1,2,3,2,1,1,6,1,"10/16/2017 8:28:43",0.975
299,"C","A","C",9999,3,"IL",3,3,1,2,2,,4,2,"NATURAL CAUSES",9,4,4,4,3,4,,,,2,2,3,4,4,4,1,4,4,1,4,4,1,999,999,999,1,2,1,3,4,5,4,1,2,1,2,4,1,1,6,,4,3,1,3,4,1,"10/16/2017 8:35:06",0.285
300,"C","B","C",9999,1,"OH",3,1,1,1,1,,1,1,"USE OF FOSSIL FUELS",8,1,1,2,2,2,,,,2,2,2,4,2,4,4,98,1,4,1,2,98,999,999,999,5,2,1,2,5,2,4,4,2,4,2,1,3,1,7,,3,1,4,4,6,2,"10/16/2017 8:40:00",1.26
301,"C","A","C",9999,3,"AR",2,5,1,1,1,,1,1,"THE HEAT IS GETTING WORSE",2,1,3,3,4,1,,,,2,2,3,2,2,1,2,3,2,2,2,1,3,999,999,999,4,2,3,4,5,3,3,2,3,2,3,3,4,1,2,,2,2,4,2,4,1,"10/16/2017 8:41:46",0.895
302,"C","B","D",9999,3,"MA",1,5,1,1,1,,1,1,"THINGS THAT HAVE HAPPENED IN THE PAST YEARS",10,1,2,1,1,1,,,,1,1,1,4,1,4,1,98,1,4,2,2,3,999,999,999,5,1,1,1,1,1,4,4,1,4,2,98,98,,2,,4,4,4,4,,2,"10/17/2017 4:11:49",0.795
303,"C","A","D",9999,3,"FL",2,2,1,2,1,,1,1,"OBVIOUS FACTORS THROUGHTOUT THE GLOBE",10,1,2,1,2,2,,,,1,1,1,3,98,4,3,2,1,98,98,2,98,999,999,999,4,1,1,5,4,3,2,4,1,4,2,4,2,1,3,,3,1,3,4,,2,"10/17/2017 4:23:04",0.925
304,"C","B","D",9999,4,"MD",2,3,2,,,,,,,,,,,,,1,"EXPERIENCE WHERE HE IS",1,3,3,3,1,2,3,2,2,1,3,4,2,3,999,999,999,3,2,1,5,5,1,1,4,1,2,2,1,3,1,6,,5,1,3,,,1,"10/17/2017 4:26:50",0.35
305,"C","B","D",9999,4,"OH",3,5,98,,,,,,,,,,,,,,,,2,2,2,1,98,4,2,98,2,1,2,98,1,999,999,999,2,5,2,4,4,5,,3,3,1,3,1,2,1,1,1,3,2,2,2,2,1,"10/17/2017 4:30:59",0.72
306,"C","A","D",9999,3,"PA",1,2,1,2,3,1,2,1,"THERE ARE LOTS OF FLOODS AND DROUGHTS",3,2,2,1,2,2,,,,1,2,2,1,2,2,1,4,1,2,2,3,1,999,999,999,4,2,2,2,5,2,2,2,2,4,1,4,3,5,6,,5,,,4,,1,"10/17/2017 4:32:53",0.915
307,"C","B","D",9999,4,"TX",2,5,2,,,,,,,,,,,,,2,"IN TX THE SUMMERS ARE ALWAYS HOT",1,98,98,98,2,1,98,4,2,2,98,4,4,98,999,999,999,2,4,2,4,5,4,2,98,2,98,1,4,1,10,1,2,2,2,2,3,3,2,"10/17/2017 4:35:48",1.35
308,"C","A","D",9999,3,"MA",1,3,1,1,98,,2,2,"I JUST KNOW THAT THE TEMPS  ARE GETTING WARMER",2,2,2,4,4,4,,,,1,2,2,2,2,2,1,2,1,4,2,2,2,999,999,999,4,1,4,2,4,1,2,3,2,98,2,3,4,1,6,,5,2,2,2,6,2,"10/17/2017 4:45:21",0.525
309,"C","B","D",9999,2,"PA",1,1,1,1,1,,2,1,"ARTICLES AND STUDYS",6,1,2,2,3,1,,,,1,1,1,98,1,1,1,2,1,3,2,1,3,999,999,999,4,1,1,1,5,1,1,4,1,4,1,98,98,1,98,,3,1,,4,,1,"10/17/2017 4:48:36",1.1
310,"C","A","D",9999,1,"IA",3,2,1,2,3,1,2,2,"DROUGHT FEW YEARS IN A ROW",3,4,4,98,4,2,,,,2,2,2,2,4,4,98,1,1,98,4,4,4,999,999,999,3,4,4,4,5,3,3,2,2,98,2,2,1,1,3,,4,,3,3,4,1,"10/17/2017 4:48:57",0.79
311,"C","B","D",9999,4,"MO",3,5,1,1,2,,2,1,"POLLUTION",8,1,1,1,2,1,,,,1,1,1,1,2,4,4,4,1,4,2,2,98,999,999,999,4,3,1,3,5,2,2,4,2,4,2,4,1,1,1,1,2,4,3,3,2,1,"10/17/2017 4:52:12",1.1
312,"C","A","D",9999,3,"TN",2,3,1,1,1,,2,1,"MELTING ICE CAPS",1,1,2,2,3,3,,,,2,2,2,1,1,1,2,2,1,1,2,2,2,999,999,999,2,3,2,5,5,4,98,3,2,2,2,2,1,1,98,,4,,,,,1,"10/17/2017 5:00:04",0.355
313,"C","B","D",9999,3,"PA",1,3,98,,,,,,,,,,,,,,,,1,2,2,1,1,1,1,98,4,1,1,98,1,999,999,999,3,5,5,5,5,1,1,4,98,98,1,98,2,1,1,2,3,2,2,2,3,2,"10/17/2017 5:03:49",1.055
314,"C","A","D",9999,3,"NC",2,5,1,1,1,,1,1,"SCIENTIFIC EVIDENCE",4,1,3,2,2,1,,,,1,1,2,3,1,1,2,1,1,1,1,1,4,999,999,999,4,1,1,1,5,1,3,3,1,4,1,3,6,1,7,,5,4,4,3,6,1,"10/17/2017 5:04:34",0.185
315,"C","B","D",9999,2,"GA",2,2,1,1,3,1,1,1,"CHANGE IN WEATHER PATTERNS.  IT STAYS HOT LONGER",2,2,1,2,2,1,,,,1,1,2,2,2,2,98,2,2,2,1,2,4,999,999,999,4,2,2,2,2,2,2,3,2,3,2,4,1,1,1,1,4,4,3,3,2,1,"10/17/2017 5:06:43",1.01
316,"C","A","D",9999,1,"FL",2,5,1,1,1,,1,1,"WINTERS ARE NOT AS COOL AS THEY USED TO BE",2,1,2,2,4,4,,,,1,1,1,1,1,98,98,1,1,2,1,1,98,999,999,999,4,2,1,1,2,1,1,4,1,2,1,4,4,10,6,,5,3,1,4,6,1,"10/17/2017 5:12:31",0.61
317,"C","B","D",9999,3,"MD",2,5,1,2,1,,1,1,"WHAT I READ",6,1,2,1,2,1,,,,1,1,1,1,2,4,3,2,1,2,98,2,3,999,999,999,3,98,1,98,5,5,98,4,1,1,98,4,5,1,2,,5,1,3,3,3,2,"10/17/2017 5:12:44",0.825
318,"C","A","D",9999,4,"FL",2,1,1,1,2,,1,1,"HOLES IN THE OZONE LAYER",10,1,1,1,1,1,,,,1,2,2,2,2,2,98,98,1,2,2,2,98,999,999,999,4,4,2,4,4,1,2,3,1,4,2,3,2,2,1,1,3,1,3,3,2,2,"10/17/2017 5:12:54",1.28
319,"C","B","D",9999,3,"GA",2,5,2,,,,,,,,,,,,,2,"SORT OF FALSLY COMPRISED, CAN'T TAKE A GLOBAL TEMP, JUST SAMPLE FROM DIFFER",3,2,2,2,4,2,4,3,2,1,3,2,4,4,999,999,999,3,98,1,5,5,5,4,1,2,98,1,4,1,1,3,,5,1,4,3,4,1,"10/17/2017 5:14:13",0.285
320,"C","A","D",9999,4,"CA",4,4,2,,,,,,,,,,,,,2,"BELIEVE THIS  IS A RELIGION",9,3,3,3,4,3,3,3,3,1,2,3,3,2,999,999,999,1,5,5,4,5,3,3,98,4,2,3,3,1,1,,,5,,3,2,,1,"10/17/2017 5:19:02",0.35
321,"C","B","D",9999,3,"OH",3,5,98,,,,,,,,,,,,,,,,3,3,3,1,2,4,1,2,2,1,4,4,98,999,999,999,1,3,5,5,5,4,2,4,2,98,2,2,2,2,,,,,,2,,1,"10/17/2017 5:25:50",0.735
322,"C","A","D",9999,4,"AK",4,3,1,1,3,98,1,1,"IT USED TO GO BELOW ZERO AND THINGS HAVE CHANGED",2,98,2,1,2,1,,,,1,2,2,2,2,3,2,2,4,2,2,3,2,999,999,999,3,3,2,4,4,4,3,3,2,3,2,3,1,1,1,1,4,1,3,3,4,1,"10/17/2017 5:26:27",0.28
323,"C","B","D",9999,3,"FL",2,1,1,2,1,,1,1,"HUMAN ELEMENT",8,2,2,1,2,3,,,,1,1,1,98,1,1,1,1,1,4,1,1,2,999,999,999,5,1,1,1,1,2,2,4,1,4,1,4,3,1,2,,3,1,2,4,6,1,"10/17/2017 5:52:48",0.415
324,"C","A","D",9999,3,"NC",2,5,2,,,,,,,,,,,,,1,"ITS THE NORMAL JET STREAM",2,3,3,3,4,4,4,1,4,4,98,4,4,98,999,999,999,1,5,1,5,5,5,4,4,4,1,4,1,1,1,1,1,5,2,1,2,2,1,"10/17/2017 6:08:30",0.495
325,"C","B","D",9999,2,"TX",2,2,1,1,1,,1,1,"SCIENTIFIC PRESENTATION OF DATA CORRELATES WITH INCREASING GLOBAL MEAN TEMPERATURE",4,1,1,3,3,2,,,,1,1,1,2,2,1,4,4,1,1,1,1,2,999,999,999,5,1,1,1,1,1,2,3,1,4,1,4,6,1,6,,4,3,4,4,5,1,"10/17/2017 6:15:47",0.87
326,"C","A","D",9999,2,"NY",1,2,1,1,1,,1,1,"NEWS REPORTS AND MY OWN RESERSCH",6,1,3,2,2,1,,,,98,2,2,98,1,2,98,2,1,1,1,2,3,999,999,999,5,1,1,1,2,1,2,4,1,4,2,4,6,9,6,,3,1,4,4,3,2,"10/17/2017 6:18:55",3.17
327,"C","B","D",9999,3,"FL",2,1,1,2,1,,1,1,"LOOKING AT AREAS THAT ARE ACTUCALLY DEFROSTING, FOOLISH IF WE DONT ADDRESS THIS ISSUE TO SUSTAIN LIFE",1,1,2,98,1,1,,,,1,1,1,2,1,4,2,1,1,98,98,1,3,999,999,999,5,3,1,2,5,2,4,4,1,4,2,4,2,1,1,2,4,4,3,3,4,2,"10/17/2017 6:22:06",0.625
328,"C","A","D",9999,1,"MD",2,1,1,1,1,,1,1,"HOTTER THAN IT SHOULD BE",2,1,1,2,2,1,,,,1,2,2,98,2,3,4,4,2,3,1,2,3,999,999,999,5,2,1,5,5,1,1,4,1,4,1,4,2,2,,,2,3,5,4,,2,"10/17/2017 6:24:39",2.03
329,"C","B","D",9999,3,"IL",3,5,98,,,,,,,,,,,,,,,,2,2,2,2,2,3,2,2,2,2,3,2,98,999,999,999,3,4,2,4,4,2,98,3,2,3,2,2,1,1,2,,2,4,3,3,4,1,"10/17/2017 6:26:17",0.895
330,"C","A","D",9999,3,"IN",3,3,2,,,,,,,,,,,,,2,"LOCAL TEMPS",1,3,3,3,2,2,4,4,98,1,98,3,3,4,999,999,999,2,2,1,5,5,2,98,1,2,2,2,2,1,1,1,2,3,3,,4,1,2,"10/17/2017 6:30:49",1.075
331,"C","B","D",9999,4,"PA",1,2,1,1,3,2,1,1,"MY OWN EXPERIENCE",2,2,2,1,1,2,,,,2,2,2,1,2,2,98,98,1,98,1,2,2,999,999,999,4,4,1,98,5,1,1,4,1,1,1,4,4,1,1,2,3,,3,4,,2,"10/17/2017 6:33:35",0.92
332,"C","B","D",9999,1,"FL",2,4,2,,,,,,,,,,,,,1,"METEOROLIGISTS HAVE STATED THAT THE CURRENT WARMING PATTERN HAS BEEN IN EFFECT",5,3,2,2,98,1,4,2,2,1,1,3,4,4,999,999,999,2,5,1,5,5,2,3,1,2,1,1,1,4,1,1,1,3,3,2,3,6,1,"10/17/2017 6:34:51",0.92
333,"C","B","D",9999,2,"VA",2,3,98,,,,,,,,,,,,,,,,2,2,2,1,2,4,1,2,1,98,2,98,3,999,999,999,2,5,2,5,5,2,2,4,2,2,2,1,3,1,1,1,3,,3,2,6,1,"10/17/2017 6:37:16",0.93
334,"C","B","C",9999,2,"CA",4,1,1,1,1,,1,1,"FIRES IN CALIFORNIA",3,1,1,1,3,1,,,,1,1,2,1,1,1,4,4,1,4,1,1,3,999,999,999,5,1,1,2,1,1,1,4,1,4,1,4,4,9,2,,4,1,4,4,,2,"10/17/2017 7:13:55",2.81
335,"C","A","C",9999,3,"AZ",4,1,1,1,2,,2,2,"WEATHER IS WARMER",2,1,1,4,2,1,,,,98,98,98,98,2,4,4,98,1,4,4,2,1,999,999,999,1,5,2,5,5,4,4,4,2,98,1,1,1,1,,,2,,,2,,1,"10/17/2017 7:14:02",0.965
336,"C","B","C",9999,1,"IN",3,2,1,1,3,1,1,1,"ICE CAPS MELTING, SINK HOLES",1,1,1,1,1,1,,,,1,1,1,1,2,1,4,98,1,1,1,1,2,999,999,999,5,1,1,1,1,1,1,4,1,4,1,1,3,10,,,3,3,3,3,3,1,"10/17/2017 7:14:34",1.14
337,"C","A","C",9999,4,"CT",1,3,1,2,1,,2,2,"SCIENTIFIC EVIDENCE",4,3,3,2,3,1,,,,2,2,3,1,2,4,4,2,2,2,2,3,3,999,999,999,3,5,1,2,4,1,2,3,2,3,2,1,3,1,1,1,3,4,2,3,3,1,"10/17/2017 7:15:40",0.71
338,"C","B","C",9999,2,"MI",3,5,1,1,3,3,1,1,"POLAR ICE CAPS ARE MELTING",1,1,3,2,2,2,,,,1,1,1,2,2,2,4,98,1,98,2,98,98,999,999,999,3,98,2,4,4,2,98,3,2,3,2,98,98,1,1,2,3,4,2,3,,2,"10/17/2017 7:27:18",1.44
339,"C","A","C",9999,1,"MS",2,1,1,1,2,,4,1,"MELTING ICEBERGS",1,1,2,3,2,3,,,,2,2,2,2,4,3,2,3,1,2,2,2,2,999,999,999,2,3,1,5,5,3,2,3,98,98,2,2,1,1,2,,3,,,98,,2,"10/17/2017 7:28:47",1.43
340,"C","B","C",9999,3,"KY",2,1,1,2,3,1,1,2,"HOTTER SUMMERS AND WINTERS",2,2,2,1,2,1,,,,2,2,2,1,98,2,4,98,2,3,2,2,4,999,999,999,4,1,2,4,2,2,1,4,3,4,1,4,2,1,1,1,4,1,,3,98,2,"10/17/2017 7:29:10",0.695
341,"C","A","C",9999,2,"OH",3,2,1,2,3,1,1,1,"WEATHER CHANGES, MORE NATURAL DISASTERS",3,1,1,1,1,98,,,,1,2,2,98,1,3,98,98,1,98,1,1,2,999,999,999,4,1,1,98,5,2,98,4,1,98,1,4,2,1,2,,4,1,4,4,,2,"10/17/2017 7:34:19",1.21
342,"C","B","C",9999,3,"FL",2,1,1,1,2,,1,1,"ECLIPSE",10,1,1,1,3,1,,,,1,1,1,1,1,2,4,98,1,1,1,1,4,999,999,999,4,1,1,1,5,5,1,4,1,1,1,4,2,10,1,2,3,1,3,3,6,2,"10/17/2017 7:39:52",0.675
343,"C","B","C",9999,1,"WI",3,98,1,1,1,,2,1,"SCIENTIFIC EVIDENCE",4,2,98,1,2,2,,,,2,2,2,2,3,3,2,2,1,3,1,2,3,999,999,999,4,1,2,2,4,2,4,4,1,3,3,4,6,2,1,1,4,1,4,4,4,1,"10/17/2017 7:46:39",1.01
344,"C","B","C",9999,2,"MI",3,3,1,1,1,,1,1,"INCREASES IN THE  TEMP",2,1,3,1,3,1,,,,1,1,1,4,1,1,2,1,1,1,1,1,4,999,999,999,5,1,1,1,1,1,1,4,1,4,1,4,6,1,1,2,5,1,3,3,4,1,"10/17/2017 7:49:04",0.8
